,DATE,MJD,EXPTIME,RA,DEC,AIRMASS,ROT_ANGLE,AZ,EL,RA_MD,DEC_MD,EXPTIME_MD,TEMP_SET_MD,CCDTEMP_MD,FILTER_MD,ELSTART_MD,ELEND_MD,AZSTART_MD,AZEND_MD,RA_WCS,DEC_WCS,dRA,dDEC,dAZ,dEL,PNT_OFFSET
2022021500425,2022-02-16 06:25:24.397161,59626.267643485655,30.0,221.94902528475,-45.2479262096955,1.34399556022844,359.999512792952,125.60669072388602,48.025397567355,221.94887,-45.2478688333333,30.0,-94.1500015258789,,SDSSg,48.025397567355,48.1221037193172,125.606690723886,125.614395369281,221.9274953543568,-45.240528157426034,1.2917958235903042,-0.4438831361676966,0.5857438872383747,-0.9334465806421702,1.0120708654567203
2022021500426,2022-02-16 06:25:57.411659,59626.26802559791,30.0,221.949096593499,-45.2478665545048,1.3419665209804,359.999446101016,125.614395369281,48.1221037193172,221.94887,-45.2478688333333,30.0,-94.1500015258789,,SDSSg,48.1221037193172,48.218868432843,125.614395369281,125.622481782411,221.92745981267703,-45.24050787379002,1.2982068493173085,-0.44152084288747595,0.5803610740851864,-0.9385218122539443,1.0151002600721026
2022021500431,2022-02-16 06:29:41.452661,59626.270618665054,30.0,221.008744867164,-44.8729819666019,1.31474064117432,359.999337834669,125.17685465930799,49.4675458057754,221.008465416667,-44.87299225,30.0,-94.1500015258789,,SDSSg,49.4675458057754,49.5649086519115,125.176854659308,125.187840540399,220.98734596891032,-44.865444755630975,1.2839338952194557,-0.45223265825507114,0.5877735329425332,-0.9418694773943913,1.0161301135553602
2022021500432,2022-02-16 06:30:14.334825,59626.27099924565,30.0,221.008618843965,-44.8729824494731,1.31285218665278,359.999579084075,125.187840540399,49.5649086519115,221.008465416667,-44.87299225,30.0,-94.1500015258789,,SDSSg,49.5649086519115,49.6621172710293,125.187840540399,125.19912235855,220.98735359356266,-44.86541421813894,1.2759150241386052,-0.45409388004960644,0.5898142655870446,-0.9370525962328514,1.0118781073242473
2022021500437,2022-02-16 06:33:58.006509,59626.2735880383,30.0,221.744227708139,-45.3415447573556,1.3108937720117,359.999181340865,125.923284817924,49.6666788144939,221.743970416667,-45.3415856944444,30.0,-94.1500015258789,,SDSSg,49.6666788144939,49.7601900084846,125.923284817924,125.935980160211,221.72258697938588,-45.33402855623044,1.2984437251850893,-0.45097206750887475,0.5671067022100096,-0.9498064906516147,1.018044470345811
2022021500438,2022-02-16 06:34:30.869930,59626.27396840197,30.0,221.744135093658,-45.3415823031977,1.30904408414139,359.99960074508,125.93598016021102,49.7601900084846,221.743970416667,-45.3415856944444,30.0,-94.1500015258789,,SDSSg,49.7601900084846,49.8565215452545,125.935980160211,125.949302692388,221.72261829038723,-45.33399497557486,1.291008196245096,-0.45523965737024796,0.5727968329108131,-0.9456874086982346,1.0152676309355666
2022021500443,2022-02-16 06:38:15.440441,59626.2765675977,30.0,221.141087133191,-44.872963301641,1.28793421658559,359.999190591831,125.36745600818499,50.8877204938763,221.140964166667,-44.87299225,30.0,-94.1500015258789,,SDSSg,50.8877204938763,50.9846787734859,125.367456008185,125.383024890412,221.11996821911663,-44.8652294192639,1.2671348444585275,-0.4640329426262691,0.5848199795055132,-0.9413805910854305,1.0108463238288945
2022021500444,2022-02-16 06:38:48.255319,59626.27694739953,30.0,221.141207602915,-44.8729951276183,1.28618163643132,359.99920795561,125.38302489041199,50.9846787734859,221.140964166667,-44.87299225,30.0,-94.1500015258789,,SDSSg,50.9846787734859,51.0817380829685,125.383024890412,125.398889262666,221.11988935299337,-44.86525067914565,1.2790949952956603,-0.46466690835883356,0.5827531447184285,-0.9505753553247507,1.0186729204849063
2022021500449,2022-02-16 06:42:32.383821,59626.27954147941,30.0,221.273756705663,-44.8729778688497,1.27607669290322,359.999100279048,125.47975518225599,51.5496293290489,221.273463333333,-44.87299225,30.0,-94.1500015258789,,SDSSg,51.5496293290489,51.646635441386,125.479755182256,125.497587401856,221.25234484370375,-44.865147508124124,1.2847117175537448,-0.4698216435348098,0.5801815837849013,-0.9591983233744757,1.0245712677468213
2022021500450,2022-02-16 06:43:05.370733,59626.27992327238,30.0,221.273621701038,-44.8729816271861,1.27437285380787,359.999096121826,125.497587401856,51.646635441386,221.273463333333,-44.87299225,30.0,-94.1500015258789,,SDSSg,51.646635441386,51.7434989496105,125.497587401856,125.515742380609,221.2524052059706,-44.86512771475309,1.2729897040412328,-0.47123474598077064,0.5822672623753006,-0.951819123406192,1.017849250903065
